epoch,step,train/loss_epoch,train/loss_step,val/error_h,val/error_u,val/error_v,val/loss,val/loss_best
0,0,,,0.7830104827880859,0.8572232127189636,0.9772278666496277,1.1448967456817627,1.1448967456817627
0,0,0.83333820104599,,,,,,
1,1,,,0.7614123821258545,0.932966411113739,1.071547031402588,1.2441306114196777,1.1448967456817627
1,1,0.4963791072368622,,,,,,
2,2,,,0.758782684803009,0.9080600142478943,1.0592293739318848,1.2101894617080688,1.1448967456817627
2,2,0.49708837270736694,,,,,,
3,3,,,0.7648749947547913,0.8707675933837891,0.9983362555503845,1.1467024087905884,1.1448967456817627
3,3,0.4706646800041199,,,,,,
4,4,,,0.7653824687004089,0.8642153143882751,0.9666675925254822,1.1228325366973877,1.1228325366973877
4,4,0.4492223560810089,,,,,,
5,5,,,0.7574520707130432,0.8757782578468323,0.963249683380127,1.121178388595581,1.121178388595581
5,5,0.45146235823631287,,,,,,
6,6,,,0.7554402351379395,0.8917899131774902,0.9667364954948425,1.1348521709442139,1.121178388595581
6,6,0.44402384757995605,,,,,,
7,7,,,0.7556130886077881,0.8985266089439392,0.9736571311950684,1.14512300491333,1.121178388595581
7,7,0.4340309500694275,,,,,,
8,8,,,0.7543378472328186,0.8943141102790833,0.9825001955032349,1.1450645923614502,1.121178388595581
8,8,0.42403697967529297,,,,,,
9,9,,,0.7534657120704651,0.8916600942611694,0.9844926595687866,1.1428425312042236,1.121178388595581
9,9,0.419861376285553,,,,,,
10,10,,,0.7525502443313599,0.8983742594718933,0.9842480421066284,1.1475694179534912,1.121178388595581
10,10,0.41561955213546753,,,,,,
11,11,,,0.7528792023658752,0.9087600111961365,0.9904388785362244,1.160997986793518,1.121178388595581
11,11,0.40815261006355286,,,,,,
12,12,,,0.7503882050514221,0.9043348431587219,0.9966652989387512,1.1577590703964233,1.121178388595581
12,12,0.40676969289779663,,,,,,
13,13,,,0.7457556128501892,0.8938155770301819,0.9968715906143188,1.142934799194336,1.121178388595581
13,13,0.4033477008342743,,,,,,
14,14,,,0.7433621287345886,0.8936024308204651,0.9948173761367798,1.138655662536621,1.121178388595581
14,14,0.39589715003967285,,,,,,
15,15,,,0.7424725294113159,0.9053424596786499,0.9931676983833313,1.1471061706542969,1.121178388595581
15,15,0.39024290442466736,,,,,,
16,16,,,0.7406113147735596,0.9100840091705322,0.9923194646835327,1.148667812347412,1.121178388595581
16,16,0.38603588938713074,,,,,,
17,17,,,0.736305296421051,0.8985555171966553,0.9927876591682434,1.1334950923919678,1.121178388595581
17,17,0.3812873065471649,,,,,,
18,18,,,0.7325802445411682,0.8866387605667114,0.9946421384811401,1.1196568012237549,1.1196568012237549
18,18,0.37278321385383606,,,,,,
19,19,,,0.7290089726448059,0.8870484232902527,0.9967076182365417,1.1170878410339355,1.1170878410339355
19,19,0.3655742406845093,,,,,,
20,20,,,0.7244734764099121,0.8942428231239319,0.998252272605896,1.1191191673278809,1.1170878410339355
20,20,0.3578934371471405,,,,,,
21,21,,,0.7181545495986938,0.8920894861221313,0.9992640614509583,1.110526442527771,1.110526442527771
21,21,0.3500283360481262,,,,,,
22,22,,,0.710050642490387,0.8794593811035156,0.9997923970222473,1.0904631614685059,1.0904631614685059
22,22,0.3422093391418457,,,,,,
