epoch,step,train/loss_epoch,train/loss_step,val/error_h,val/error_u,val/error_v,val/loss,val/loss_best
0,0,,,0.9256263375282288,1.051811695098877,1.3774985074996948,1.8098537921905518,1.8098537921905518
0,0,0.9551205635070801,,,,,,
1,1,,,0.8263702988624573,0.8958526849746704,0.9715103507041931,1.231014609336853,1.231014609336853
1,1,2.4520206451416016,,,,,,
2,2,,,0.8191052079200745,1.0677489042282104,1.261635661125183,1.585411787033081,1.231014609336853
2,2,0.791642427444458,,,,,,
3,3,,,0.7666789889335632,1.1208690404891968,1.7528975009918213,2.025041103363037,1.231014609336853
3,3,1.2075867652893066,,,,,,
4,4,,,0.7693573832511902,1.1259088516235352,1.7876402139663696,2.0712008476257324,1.231014609336853
4,4,1.9286144971847534,,,,,,
5,5,,,0.7621213793754578,1.101814866065979,1.489128589630127,1.7395274639129639,1.231014609336853
5,5,1.9828540086746216,,,,,,
6,6,,,0.8323862552642822,1.0383269786834717,1.1794993877410889,1.5114483833312988,1.231014609336853
6,6,1.364810824394226,,,,,,
7,7,,,0.8895383477210999,0.9558857679367065,1.0008950233459473,1.390535831451416,1.231014609336853
7,7,0.9404639005661011,,,,,,
8,8,,,0.8115125894546509,0.8968818783760071,0.9594255685806274,1.2054013013839722,1.2054013013839722
8,8,0.743970513343811,,,,,,
9,9,,,0.7719775438308716,0.9011614322662354,0.9886950850486755,1.1764110326766968,1.1764110326766968
9,9,0.6824674010276794,,,,,,
10,10,,,0.7864356637001038,0.9534748196601868,1.0346319675445557,1.2708113193511963,1.1764110326766968
10,10,0.7373250126838684,,,,,,
11,11,,,0.7990177869796753,0.9702766537666321,1.0747061967849731,1.3284294605255127,1.1764110326766968
11,11,0.9249337315559387,,,,,,
12,12,,,0.7828441262245178,0.9299470782279968,1.0939830541610718,1.2825171947479248,1.1764110326766968
12,12,1.0073744058609009,,,,,,
13,13,,,0.7626828551292419,0.8881081342697144,1.0832685232162476,1.2127102613449097,1.1764110326766968
13,13,0.8533854484558105,,,,,,
14,14,,,0.756034791469574,0.8707484006881714,1.0482361316680908,1.1668472290039062,1.1668472290039062
