epoch,step,train/loss_epoch,train/loss_step,val/error_h,val/error_u,val/error_v,val/loss,val/loss_best
0,0,,,0.8824961185455322,0.9174167513847351,1.0338290929794312,1.3650107383728027,1.3650107383728027
0,0,2.6980440616607666,,,,,,
1,1,,,0.8192314505577087,1.0994600057601929,0.9690760374069214,1.4221763610839844,1.3650107383728027
1,1,0.7940845489501953,,,,,,
2,2,,,0.8372367024421692,1.1107898950576782,0.9729074239730835,1.4607374668121338,1.3650107383728027
2,2,1.1537330150604248,,,,,,
3,3,,,0.7670510411262512,0.9282519817352295,0.9999997615814209,1.2017927169799805,1.2017927169799805
3,3,1.1547735929489136,,,,,,
4,4,,,0.764625072479248,0.8616801500320435,1.0104268789291382,1.1459215879440308,1.1459215879440308
4,4,0.5797199010848999,,,,,,
5,5,,,0.794153094291687,0.8776518702507019,1.0171633958816528,1.2006876468658447,1.1459215879440308
5,5,0.5881870985031128,,,,,,
6,6,,,0.8179038763046265,0.9035831093788147,1.0253010988235474,1.2593116760253906,1.1459215879440308
6,6,0.7281805872917175,,,,,,
7,7,,,0.8244531750679016,0.9108614325523376,1.0316094160079956,1.2784100770950317,1.1459215879440308
7,7,0.8389602899551392,,,,,,
8,8,,,0.8154808282852173,0.8987009525299072,1.0322765111923218,1.2561159133911133,1.1459215879440308
8,8,0.8775855302810669,,,,,,
9,9,,,0.7956292629241943,0.8781301975250244,1.0278878211975098,1.2096220254898071,1.1459215879440308
9,9,0.8426921963691711,,,,,,
10,10,,,0.7725028395652771,0.864852249622345,1.0230928659439087,1.1661285161972046,1.1459215879440308
10,10,0.7553147077560425,,,,,,
11,11,,,0.7580185532569885,0.8750175833702087,1.0231825113296509,1.157244324684143,1.1459215879440308
11,11,0.6448525190353394,,,,,,
12,12,,,0.7639858722686768,0.9182062149047852,1.0301601886749268,1.207352876663208,1.1459215879440308
12,12,0.5447019934654236,,,,,,
13,13,,,0.7900559902191162,0.9844263195991516,1.0388697385787964,1.3078590631484985,1.1459215879440308
13,13,0.5013639330863953,,,,,,
14,14,,,0.8125990629196167,1.034796953201294,1.037362813949585,1.3863813877105713,1.1459215879440308
14,14,0.5619930624961853,,,,,,
15,15,,,0.8066717982292175,1.031105875968933,1.0228978395462036,1.3658905029296875,1.1459215879440308
15,15,0.6600098609924316,,,,,,
16,16,,,0.7823215126991272,0.984409749507904,1.0083807706832886,1.279218077659607,1.1459215879440308
16,16,0.6295778751373291,,,,,,
17,17,,,0.763045072555542,0.9313408136367798,1.0019241571426392,1.2009117603302002,1.1459215879440308
17,17,0.5299116969108582,,,,,,
18,18,,,0.7568867206573486,0.8937651515007019,1.0017601251602173,1.1592273712158203,1.1459215879440308
18,18,0.4872543513774872,,,,,,
19,19,,,0.7588061690330505,0.8738019466400146,1.0037665367126465,1.1452287435531616,1.1452287435531616
19,19,0.5025054812431335,,,,,,
20,20,,,0.7618424296379089,0.8652383089065552,1.005599021911621,1.1426324844360352,1.1426324844360352
20,20,0.5355468392372131,,,,,,
21,21,,,0.7621907591819763,0.8625022768974304,1.0066900253295898,1.1413713693618774,1.1413713693618774
21,21,0.5597567558288574,,,,,,
22,22,,,0.759584367275238,0.8641199469566345,1.0070486068725586,1.1398059129714966,1.1398059129714966
22,22,0.5643947720527649,,,,,,
23,23,,,0.7563248872756958,0.8726863861083984,1.0063925981521606,1.1428508758544922,1.1398059129714966
23,23,0.5491636991500854,,,,,,
24,24,,,0.755938708782196,0.8924989700317383,1.0041035413742065,1.1583787202835083,1.1398059129714966
24,24,0.5210067629814148,,,,,,
25,25,,,0.7611504793167114,0.9250612258911133,0.9999057054519653,1.191582441329956,1.1398059129714966
25,25,0.4926130175590515,,,,,,
26,26,,,0.7710931897163391,0.9639086127281189,0.9947658777236938,1.2371500730514526,1.1398059129714966
26,26,0.4798166751861572,,,,,,
27,27,,,0.779862642288208,0.9936197996139526,0.990922749042511,1.2746365070343018,1.1398059129714966
27,27,0.4919446110725403,,,,,,
28,28,,,0.78062504529953,0.9990236163139343,0.9900091886520386,1.2803940773010254,1.1398059129714966
28,28,0.514988124370575,,,,,,
29,29,,,0.7732049822807312,0.9791557192802429,0.9914706945419312,1.2525073289871216,1.1398059129714966
29,29,0.5180099010467529,,,,,,
30,30,,,0.7639015913009644,0.9473409056663513,0.9940853118896484,1.2121663093566895,1.1398059129714966
30,30,0.4974420368671417,,,,,,
